username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,tentative,analytical,joy,confident,fear,anger
MolinaElorza,"gestor ambiental, comprometido en apoyar la conservación del medio ambiente. 環境經理，致力於支持環境保護。environmental manager, committed to supporting the conservation",n.a,4728,786,4083,2019-09-23 02:21:53,2020-06-22 01:40:56,3,"African Americans make up 40% of the COVID-19 deaths in MI, yet are only 14% of MI's population. Join us for a discussion with @LtGovGilchrist, Theresa Landrum and Justin Onwenu on the new Coronavirus Task Force on Racial Disparities. RSVP here:
https://t.co/JshIkotZ4r https://t.co/dkYnQrLAw4",[],"['@LtGovGilchrist,']","african american make death mi yet mi's population join discussion theresa landrum justin onwenu new coronavirus task force racial disparity rsvp here:
",,[],,,,,,,
sailor_enby,🙃🤙 life sucks and then you die •|• theity in training •|• he/him they/them,"georgia, usa",779,158,20603,2017-08-14 12:11:59,2020-06-21 03:32:21,229,“thugs” “kung flu” “chinese virus” “shithole countries” yes the trump family has such a way with words https://t.co/1nxatZ68bo,[],[],“thugs” “kung flu” “chinese virus” “shithole countries” yes trump family way word,,[],,,,,,,
shadowtaps,n.a,n.a,242,48,18674,2017-03-16 20:07:09,2020-06-21 02:41:05,9962,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
B_Googs,radford alumni,n.a,406,398,11330,2011-02-22 21:46:16,2020-06-20 03:07:04,26023,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
rhydianc,2016 olympian | athletics - racewalking | maker of jams,"melbourne, victoria",1192,946,3924,2010-09-03 06:32:54,2020-06-21 04:13:08,161,We have been told incessantly that no need to worry about Covid and schools. Take a look at recent resurgence of virus in Israel,[],[],tell incessantly need worry covid school take look recent resurgence virus israel,,"[{'score': 0.540441, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
King6951122775,n.a,united states,1859,219,29633,2017-03-30 09:36:52,2020-06-23 01:26:31,236,"Stop the fearmongering: Daily COVID-19 deaths in he U.S. have fallen dramatically since April, a trend that continued as state lockdowns were lifted. https://t.co/QLw5zH4sL9 via @reason",[],['@reason'],stop fearmongering daily death u.s fall dramatically since april trend continue state lockdown lift via,,"[{'score': 0.662865, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
whynot01077187,n.a,"san francisco, ca",14,3,251,2018-05-15 15:41:06,2020-06-20 03:19:19,0,@WhiteHouse Appalling that Navy has reversed decision and is ousting Cap. Brett Crozier from Navy for requesting help Re Corona Virus on USS Theo. Roosevelt using the Geo. Floyd National upheaval to hide their actions😡,[],['@WhiteHouse'],appal navy reverse decision oust cap brett crozier navy requesting help corona virus uss theo roosevelt use geo floyd national upheaval hide action,,[],,,,,,,
CastaicLori,n.a,n.a,68,2,843,2019-08-19 18:36:39,2020-06-20 01:58:09,653,Trump's Tulsa rally should be called the COVID-19 rally because it will boost the virus more than Trump.,[],[],trump's tulsa rally call rally boost virus trump,,[],,,,,,,
handyoasstoya,atheist,new york ,1060,2292,54965,2017-09-12 12:27:02,2020-06-22 02:32:15,7268,"The Trump campaign said recently that over one million tickets were requested for the Tulsa rally, the first rally in months due to covid-19. 

Trump proclaimed that there wouldn’t be an empty seat. 

I’ll let this video inside the rally speak for itself. https://t.co/se6er6j49m",[],[],"trump campaign say recently one million ticket request tulsa rally first rally month due 

trump proclaim wouldn’t empty seat 

i’ll let video inside rally speak","[{'sentence_id': 0, 'text': 'trump campaign say recently one million ticket request tulsa rally first rally month due ', 'tones': [{'score': 0.50374, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'trump proclaim wouldn’t empty seat ', 'tones': [{'score': 0.603179, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'i’ll let video inside rally speak', 'tones': []}]","[{'score': 0.556996, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.716755, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
southasiansnews,news of south asia and south asians,"new york, usa",19,352,105133,2018-06-28 16:28:41,2020-06-22 03:42:14,0,3 more Nepalis die of COVID-19 in Qatar - https://t.co/l16UGI7SW8,[],[],nepalis die qatar,,"[{'score': 0.838751, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
GarthNorris,"just sharing my personal views on sports, politics, life and the world.",n.a,986,514,21110,2009-01-08 17:18:15,2020-06-21 03:38:58,0,"@EricTrump @LaraLeaTrump @realDonaldTrump Why don’t you mingle in the crowd , shake some hands, kiss some folks? Spreading the Covid virus is what you are all about",[],"['@EricTrump', '@LaraLeaTrump', '@realDonaldTrump']",don’t mingle crowd shake hand kiss folk spread covid virus,,"[{'score': 0.607909, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
JanSImagine,"kamala is on the senate judiciary! 
#khive #teamkamala #teamjoe #bidenharris2020 https://t.co/o5ynlgufsi

hero: dawn lafferty hochsprung",new york,5583,5085,171033,2009-04-06 18:16:09,2020-06-22 02:11:20,35,Dallas County businesses are now required to mandate masks on premises to contain the spread of COVID-19 https://t.co/p0tEMnCrCl,[],[],dallas county business required mandate mask premise contain spread,,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
rambling911,"emergency management, business continuity & public safety. @carleton_u. #iaemstrong. founder @womenof911. interests: #gis #stem #aviation #earthsci.",n.a,9524,13333,25558,2011-06-25 02:51:26,2020-06-22 01:21:28,10,"""If the benefits of investing in disaster prevention were truly realised, we would not be facing the enormous costs now.” Our @HeadUNDRR spoke to @ChloeDemrovsky in @Forbes https://t.co/PyGHKdAs2v",[],"['@HeadUNDRR', '@ChloeDemrovsky', '@Forbes']",benefit invest disaster prevention truly realise would face enormous cost now.” speak,"[{'sentence_id': 0, 'text': 'benefit invest disaster prevention truly realise would face enormous cost now.”', 'tones': [{'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'speak', 'tones': []}]","[{'score': 0.971165, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.802429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,,
Lerxt777,"“the party told you to reject the evidence of your eyes and ears. it was their final, most essential command.”  — orwell, 1984",n.a,36,63,44819,2009-02-25 15:15:29,2020-06-21 02:28:34,454,"“Kellyanne Conway...called reports of a White House official referring to COVID-19 as the ‘kung flu’ virus ‘HIGHLY OFFENSIVE’ ... ‘I'd like to know who they are. But hold on, you can't just say that and not name them. Tell us who it was.’”

March 18, 2020

https://t.co/Zi24Xrqyl1 https://t.co/Dq95baSzT6",[],[],"“kellyanne conway...called report white house official refer ‘kung flu’ virus ‘highly offensive’ ‘i'd like know hold can't say name tell was.’”

march","[{'sentence_id': 0, 'text': ""“kellyanne conway...called report white house official refer ‘kung flu’ virus ‘highly offensive’ ‘i'd like know hold can't say name tell was.’”"", 'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'march', 'tones': []}]","[{'score': 0.816179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
RtweetTruth,n.a,n.a,69,24,5945,2020-05-25 11:33:22,2020-06-22 01:21:35,37,"My world turned upside down when on the 7th day, I developed sore throat. I immediately self-isolated to protect my family, but I was afraid I have already infected them. I visited another doctor that day, who prescribed some other medicines and a #Covid_19 RT-PCR test.

(5/n)",[],[],world turn upside day develop sore throat immediately self-isolated protect family afraid already infect visit another doctor day prescribe medicine rt-pcr,,"[{'score': 0.852908, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
JulieDI12215910,"""trump train"" since day 1!
conservative
faith, family, friends
margaret hall school
xavier university
scla 
pilates reformer -daily
**i do not respond to dms.**",ohio,812,788,23207,2018-09-19 20:04:00,2020-06-21 02:17:43,836,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,1.0,,,,,
DanaRees5,n.a,n.a,69,1,80,2020-06-05 17:53:31,2020-06-20 02:54:37,25297,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
shelley_canning,doctoral candidate nursing; ageing and dementia research; opinions are my own,"british columbia, canada",409,355,1975,2016-01-25 03:25:55,2020-06-22 02:11:38,1,"A vital need to look at dementia in public policy discussions
on the COVID-19 pandemic ! https://t.co/5OmDN3nevn",[],[],"vital need look dementia public policy discussions
on pandemic","[{'sentence_id': 0, 'text': 'vital need look dementia public policy discussions', 'tones': []}, {'sentence_id': 1, 'text': 'on pandemic', 'tones': [{'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]",[],,,,,,,
moxiepassion,"proud offspring of us navy vet. observer of life through my camera lens. lover of nature, animals & diversity in music. seeker of new experiences & knowledge.",united states,2186,744,105975,2017-06-01 21:06:11,2020-06-21 03:31:02,0,"Personally I'm glad there was a much smaller crowd at the vanity rally for whatever reason because that reduces the potential spread of COVID-19 

We're still in an uphill battle with this virus",[],[],"personally i'm glad much small crowd vanity rally whatever reason reduce potential spread 

we're still uphill battle virus","[{'sentence_id': 0, 'text': ""personally i'm glad much small crowd vanity rally whatever reason reduce potential spread "", 'tones': [{'score': 0.656105, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""we're still uphill battle virus"", 'tones': []}]","[{'score': 0.512001, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,1.0,,,
Alex_S_Cullen,"progressive, childcare advocate, economist; former obe school trustee, ottawa city councillor & mpp ottawa west; triathlete; former la to mp; opinions are mine",ottawa on canada,813,1581,22737,2013-02-06 00:23:30,2020-06-22 01:36:13,2,"REMINDER | Over the weekend we encourage you to enjoy the 54% of NCC parkways open for active use (🚫🚗) until June 28!

↔️Practise physical distancing of 2m
🔔Be predictable 
✅#SharethePath 

Details &amp; survey links here 👉https://t.co/LEDHA5dn4c https://t.co/qPMlDiRoNb",[],[],"reminder weekend encourage enjoy ncc parkway open active use june physical distancing predictable 

details amp survey link","[{'sentence_id': 0, 'text': 'reminder weekend encourage enjoy ncc parkway open active use june physical distancing predictable ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'details amp survey link', 'tones': [{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.820755, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
jonbecker_,"super-utility @mlbdepthcharts//student manager, @miamiohbaseball//@miamiuniversity class of 2021//past: writer @mlbdailydish, r&d intern @sportsinfo_sis.","deerfield, il/oxford, oh",1014,3763,53714,2012-09-08 17:36:48,2020-06-23 01:07:45,0,"I keep seeing a graphic about the efficacy of masks circulating; stop sharing it! We don't have numbers! We *know* that masks help (so wear one!), but don't spread misinformation about *how much* when we don't know! https://t.co/kC7iCVORZq",[],[],keep see graphic efficacy mask circulate stop share number know mask help wear one spread misinformation much know,,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,,,
petty_b00p,"i love horror movies, music, my cat, cooking, weed, and telling racists to shut the fuck up.",n.a,94,1,72,2020-06-09 03:58:23,2020-06-21 03:33:14,10500,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
