index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,analytical,fear,sadness,anger,confident,tentative,joy
551,bhaas73,n.a,n.a,173,86,3665,2013-09-16 12:40:31,2020-06-21 03:43:30,1793,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
552,_Neekii,jamaican 🇯🇲🌴,n.a,443,604,27289,2010-10-02 21:49:39,2020-06-22 03:41:39,102,"COVID-19 Update: 
• 2 New Imported Cases
• 54 more Recoveries

These two bring the total number of confirmed cases to 659; 143 active cases. https://t.co/snmXzAKlhb",[],[],"update 
• new import cases
• recoveries

these two bring total number confirm case active case","[{'sentence_id': 0, 'text': 'update ', 'tones': []}, {'sentence_id': 1, 'text': '• new import cases', 'tones': []}, {'sentence_id': 2, 'text': '• recoveries', 'tones': []}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'these two bring total number confirm case active case', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.978852, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.939384, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
553,TheCosmoTwist,"the cosmopolitan twist is a community to inspire, promote, and encourage women to live their dreams and create their best life.",n.a,869,329,2607,2014-04-04 16:33:51,2020-06-21 02:45:26,167,"As we see COVID-19 cases spike, I urge all Utahns to use face coverings. I wear face masks every day. I know it can look and feel a little different. But data shows it slows the spread of this pernicious virus. #StayStrong Utah.

https://t.co/snc1Ux5xYA",[],[],"see case spike urge utahns use face covering wear face mask every day know look feel little different data show slow spread pernicious virus utah.

",,"[{'score': 0.576771, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.6731, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,,,
554,susrod44,n.a,"albuquerque, new mexico",435,123,543,2013-03-06 22:48:18,2020-06-22 01:40:57,6718,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",[],[],many direction could go unemployment murder george floyd systemic racism global warm etc instead chose ‘whiny victim’ route president deserve good register vote,,[],,,,,,,
555,Babe1Skater,n.a,n.a,335,9,305,2020-05-29 04:27:56,2020-06-21 02:19:36,9808,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
556,ShivaNV1404,"all my tweets are solely my personal opinion and no intention to hurt anyone. loves peace and hate terrorism, racism and extremism of all kind.",india,16,3,1455,2018-01-02 21:08:12,2020-06-21 03:46:22,0,"@IndianExpress @realDonaldTrump we don’t have a big problem unless China comes and create a big problem same like corona virus. Even US, Australia, Hong Kong, Taiwan, South China Sea disputed territories got big problems with China and no one couldn’t do anything about China 🤔🤔",[],"['@IndianExpress', '@realDonaldTrump']",don’t big problem unless china come create big problem like corona virus even australia hong kong taiwan south china sea dispute territory get big problem china one couldn’t anything china 🤔🤔,,"[{'score': 0.590489, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.740384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,1.0,
557,DjunaB11,art. film. music. politics. science. it all matters. taking nothing for granted while wading through the white noise to get at some truth.,n.a,710,449,6728,2015-08-19 16:02:43,2020-06-22 02:12:59,39726,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
558,ItsMeDeaner,"🐱dean, thomas, shropshire, oliver, pikachu & pumpkin pie #adoptdontshop",minnesota 🇺🇸,2637,172063,249125,2010-05-12 01:17:26,2020-06-22 01:38:49,941,"NYC friends: My neighbor passed away due to covid-19 &amp; his two cats are in need of a new, loving home. Suzi (f, 11) &amp; Sammy (m, 8) are healthy, adorable kitties. It would be ideal for them to be adopted together. Please let me know if you're interested, or spread the word https://t.co/rsjTdaU6uX",[],[],nyc friend neighbor pass away due amp two cat need new love home suzi amp sammy healthy adorable kitty would ideal adopt together please let know interested spread word,,"[{'score': 0.683034, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,,,,1.0
559,thehindurkm,"i am a nationalist. you can not mislead me with the greed of caste, reservation, your leader of my society.","gujarat, india",1633,374,1862,2016-02-27 02:28:23,2020-06-20 02:01:51,0,@globaltimesnews @ScienceMagazine Chinese virus is dangerous for world health.,[],"['@globaltimesnews', '@ScienceMagazine']",chinese virus dangerous world health,,"[{'score': 0.566281, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,,,,1.0
560,moneymanmiguelb,tired of being tired.,"baton rouge, la",113,47,1070,2020-05-12 01:47:22,2020-06-21 02:36:02,373,"Trump-

Blacks: Thugs
Mexicans: Rapists
Muslims: Not welcome in America
Dreamers: National security threat
African countries: Shitholes
White Supremacists: Very fine people
Coronavirus: Chinese Virus
Black Lives Matter protesters: Domestic terrorists

Trump: Racist",[],[],"trump-

blacks thugs
mexicans rapists
muslims welcome america
dreamers national security threat
african country shitholes
white supremacist fine people
coronavirus chinese virus
black live matter protester domestic terrorists

trump racist","[{'sentence_id': 0, 'text': 'trump-', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'blacks thugs', 'tones': []}, {'sentence_id': 3, 'text': 'mexicans rapists', 'tones': [{'score': 0.572904, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 4, 'text': 'muslims welcome america', 'tones': []}, {'sentence_id': 5, 'text': 'dreamers national security threat', 'tones': [{'score': 0.756676, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 6, 'text': 'african country shitholes', 'tones': []}, {'sentence_id': 7, 'text': 'white supremacist fine people', 'tones': []}, {'sentence_id': 8, 'text': 'coronavirus chinese virus', 'tones': []}, {'sentence_id': 9, 'text': 'black live matter protester domestic terrorists', 'tones': []}, {'sentence_id': 10, 'text': '', 'tones': []}, {'sentence_id': 11, 'text': 'trump racist', 'tones': []}]",[],,,,,,,
561,Peacelover65,tweeting and expecting a change in anyone is like trying to color wash the sky with a tiny brush!,chennai,438,254,14286,2009-12-29 11:20:02,2020-06-21 04:12:58,0,"Chinese Virus...repeats e President. Thank you!

https://t.co/ZNSKRVw7Jd",[],[],"chinese virus...repeats president thank you!

",,"[{'score': 0.683185, 'tone_id': 'joy', 'tone_name': 'Joy'}]",,,,,,,1.0
562,ria_aliA85,nicu yenidoğan ve prematüre bebek hemşiresi atlas şahin my littleboy izmir muğla,izmir,73,4,14,2010-08-13 16:43:19,2020-06-22 01:21:48,42,"On Sunday if ya feel green, there's still a feeling! I once heard someone pulled in a handicap spot with a cavity. No George Floyd here but she ran out of gas from running on E! Lots died from covid-19 that day. I ""take no chances"" A F cloud is plume, hackers everywhere? No! #ii https://t.co/3ykwM5KPoz",[],[],sunday ya feel green there's still feel hear someone pull handicap spot cavity george floyd run gas run lot die day take chance cloud plume hacker everywhere,,"[{'score': 0.618386, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.898329, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,1.0,
563,Fidellenin,#miamidolphins #miamiheat #miamihurricanes #ufc #mma #trackandfield #nra #1a #2a #godblessamerica #trump2020 #latinosfortrump #hispanosfortrump #bluelivesmatter,"florida, usa",326,525,50811,2009-06-30 18:29:04,2020-06-23 01:07:58,3681,"This is an incredibly misleading headline.

COVID-19 has an incubation period of 2-14 days.

Attributing a spike to Trump’s rally that happened less than 48 hours ago is misleading.

Let’s call this what it is - FAKE NEWS!

https://t.co/SiJGZEYlyU",[],[],"incredibly mislead incubation period days.

attributing spike trump’s rally happen less hour ago misleading.

let’s call fake news!

","[{'sentence_id': 0, 'text': 'incredibly mislead incubation period days.', 'tones': [{'score': 0.539482, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'attributing spike trump’s rally happen less hour ago misleading.', 'tones': [{'score': 0.525929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.8766, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'let’s call fake news!', 'tones': [{'score': 0.528732, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.556616, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.948839, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.848841, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,1.0,,1.0,,
564,AndreaDemonakos,outspoken feminist bi babe from 🇧🇲🇨🇦 i’m the boss @whitesquirrelco 📦 former journo & con organizer (she/her) icon by @gabbyness,seattle,2783,4313,58765,2009-05-21 15:54:46,2020-06-22 01:36:19,926,"I've updated my S6 store with facemasks! All my 18 types of poképatterns are available, they're machine-washable and a portion of all proceeds will be donated to help the COVID-19 recovery effort. https://t.co/CgcMUg0TE8",[],[],i've update store facemasks type poképatterns available they're machine-washable portion proceeds donate help recovery effort,,[],,,,,,,
565,schwaid,can't just sit back and watch unless i'm on the ⛳️,new hampshire or los angeles,340,1302,59062,2008-03-01 22:38:51,2020-06-20 03:16:33,0,"@FoxNews But, but Trump said the virus was almost all gone. Did anyone tell the MLB? 

https://t.co/dYQmpkcc7u",[],['@FoxNews'],"trump say virus almost go anyone tell mlb 

",,"[{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
566,WinWithMalliard,are you interested in leadership ? are you interested in sports? you are at the right place!,n.a,1,1214,146983,2020-02-15 02:26:41,2020-06-20 03:17:25,1,Clown response to the news that 11 #NHL players have been infected with #COVID19. This virus affects everyone: https://t.co/g7BPOHyjcL https://t.co/2liusUCBj8,"['nhl', 'covid19']",[],clown response news player infect virus affect everyone,,"[{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,,,
567,seeteegee,"dad, cynical geek, tech and software enthusiast. building namespaces and cutting teeth on edge computing. my thoughts come from my own distorted brain.","ottawa, ontario",286,370,23559,2010-03-07 20:34:14,2020-06-22 01:39:35,176,"Florida announces 4,671 new reported COVID-19 cases. A new daily record.",[],[],florida announce new report case new daily record,,"[{'score': 0.690451, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.780589, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,1.0
568,calvert_sharon,n.a,n.a,92,161,85866,2019-05-12 02:21:45,2020-06-21 03:48:11,133,"#NEW Pres. Trump touts progress of U.S. energy biz:

“Because of the Chinese virus what happened about 3 months ago—it looked like we were in big trouble, and we were and I got it back together.” 

“I called Russia, I called Saudi Arabia, and believe it or not I called Mexico.” https://t.co/mcAjnNOfQm",['new'],[],"pres trump tout progress u.s energy biz:

“because chinese virus happen month ago—it look like big trouble get back together.” 

“i call russia call saudi arabia believe call mexico.”","[{'sentence_id': 0, 'text': 'pres trump tout progress u.s energy biz:', 'tones': [{'score': 0.59795, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': '“because chinese virus happen month ago—it look like big trouble get back together.”', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '“i call russia call saudi arabia believe call mexico.”', 'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.896412, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
569,Orandy587,common sense is not common. #laker4life @lakers. ad is the best player in the nba. @giants #motivation kobe is the goat. #mamba4life. #kb24 #kb8.,"brooklyn, ny",674,739,70323,2015-05-17 05:47:19,2020-06-22 03:19:23,42333,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,,,1.0,
570,ddaliliarinah,n.a,malaysia,234,427,8700,2018-10-23 11:59:45,2020-06-23 01:27:52,4,"Covid 19 

most Er hosp adapt only to give reliever via Aerochamber.

No more nebuliser as it can aerosolized virus/bacteria at throat.

Aerochamber serve great function for those who has Asthma/Copd. https://t.co/ncHvm6I5xk",[],[],"covid 

most er hosp adapt give reliever via aerochamber.

no nebuliser aerosolize virus/bacteria throat.

aerochamber serve great function asthma/copd","[{'sentence_id': 0, 'text': 'covid ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'most er hosp adapt give reliever via aerochamber.', 'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'no nebuliser aerosolize virus/bacteria throat.', 'tones': [{'score': 0.697196, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 4, 'text': 'aerochamber serve great function asthma/copd', 'tones': [{'score': 0.614504, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]","[{'score': 0.510223, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.698156, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,,,1.0,
