level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
619,1620,sunstarcebu,all you need to know. the number one newspaper in cebu,"cebu, philippines",376,316349,87152,2009-05-07 19:02:15,2020-06-22 02:30:00,0,"With the continuous increase of Covid-19 cases within Cebu City, the Department of Interior and Local Government (DILG) 7, has temporarily banned inbound and outbound travels of locally stranded individuals.

Get more info here: https://t.co/cUycTkMWDp

#AllYouNeedToKnow https://t.co/ATwj3CTDvC",['allyouneedtoknow'],[],"continuous increase case within cebu city department interior local government dilg temporarily ban inbound outbound travel locally strand individuals.

get info 

","{'tones': [{'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.898696, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'continuous increase case within cebu city department interior local government dilg temporarily ban inbound outbound travel locally strand individuals.', 'tones': [{'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'get info', 'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
620,1621,ginadibee,"realestate in the city/part-time farmer, interests are: dignityfoodshelter for marginalized, also pollinators, organicfarms, rescueanimals,nature
-based in 🇨🇦",n.a,3278,597,8411,2013-10-10 19:13:14,2020-06-23 01:09:36,6,My piece on offices and #COVID19: Can you catch the virus through the air? (For subscribers.) https://t.co/dUXOeQRGIb,['covid19'],[],piece office catch virus air subscriber,"{'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
621,1622,cutenamuu_ya,"i love you more than love, army. -kim namjoon of @bts_twt",moon and sun,989,552,27444,2018-06-07 23:38:36,2020-06-23 01:27:09,1353,".@BTS_twt donated $1.000.000 to Live Nation's Crew Nation Campaign.

#BTS: ""We are aware that a lot of communities need help due to COVID-19, and we wanted to support the music industry crews by making a donation."" https://t.co/vKPnTa7CMF",['bts'],['@BTS_twt'],"donate live nation's crew nation campaign.

 aware lot community need help due want support music industry crew make donation","{'tones': [{'score': 0.733641, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': ""donate live nation's crew nation campaign."", 'tones': []}, {'sentence_id': 1, 'text': 'aware lot community need help due want support music industry crew make donation', 'tones': []}]"
622,1623,brandonmarx186,degenerate [he/him]✨,"maine, usa",247,380,2800,2016-01-14 01:06:30,2020-06-23 01:28:14,45510,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,"{'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
623,1624,bobbybo01845060,bad bitch fat pussy what’s new?,united states,97,0,296,2020-03-19 03:15:09,2020-06-21 02:41:23,42507,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
624,1625,Queen_Jayy96,mommy to max ❤️ bb 💍,n.a,57,83,14805,2012-09-13 20:24:04,2020-06-22 02:31:42,40476,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,"{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
625,1626,angel33eyes,n.a,n.a,693,76,69876,2017-07-13 02:35:15,2020-06-22 02:33:03,547,"It’s June 21, and the Trump admin is still sitting on nearly $14 billion we fought to provide for testing &amp; tracing

And now he's admitted he directed officials to slow testing to keep case numbers low when there’s a spike in COVID-19 cases in many states!
https://t.co/OHN2IxZ7Rz",[],[],"it’s june trump admin still sit nearly billion fought provide test amp tracing

and he's admit directed official slow test keep case number low there’s spike case many states!
","{'tones': [{'score': 0.573203, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}","[{'sentence_id': 0, 'text': 'it’s june trump admin still sit nearly billion fought provide test amp tracing', 'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""and he's admit directed official slow test keep case number low there’s spike case many states!"", 'tones': [{'score': 0.544275, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.592138, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]"
626,1627,MTVdeluxe,a lala lala long... 🌴🍍🍉🍊,n.a,360,99,6188,2013-08-07 19:24:43,2020-06-23 01:26:53,15,"Our partner @GlblCtzn has teamed up with some of your favorite artists for the #GlobalGoalUnite Concert to fight for equal access to life-saving COVID-19 resources for everyone, everywhere. Learn more and take action: https://t.co/soWjs0JhpL https://t.co/rhXEIDYwXO",['globalgoalunite'],['@GlblCtzn'],partner team favorite artist concert fight equal access life-saving resource everyone everywhere learn take action,"{'tones': [{'score': 0.732854, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
627,1628,mannyypatino,csueb ‘23,"salinas, ca",890,383,2732,2016-02-22 04:00:57,2020-06-22 03:22:34,3,"hey y’all anything will help and be appreciated if you could help donate I would really appreciate. Coach Jackson was a strong and funny man. 
Help coach Fight Covid-19 https://t.co/aOSwSbViSs",[],[],"hey y’all anything help appreciate could help donate would really appreciate coach jackson strong funny man 
help coach fight","{'tones': [{'score': 0.704782, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.981002, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'hey y’all anything help appreciate could help donate would really appreciate coach jackson strong funny man ', 'tones': [{'score': 0.691992, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'help coach fight', 'tones': []}]"
628,1629,TazorNissen,n.a,denmark,133,201,7939,2010-07-29 01:49:11,2020-06-21 03:57:22,0,"@LiteSeeker18 @soy_Josiah_X @weijia You do realise that there are many corona viruses, right? Covid-19 is just one of them.

SARS is also a corona virus.

https://t.co/DlFZKMBWgl",[],"['@LiteSeeker18', '@soy_Josiah_X', '@weijia']","realise many corona virus right one them.

sars also corona virus.

","{'tones': [{'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'realise many corona virus right one them.', 'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'sars also corona virus.', 'tones': []}]"
629,1630,SmartassForThe1,welcome to the party pal. turn it up there’s still time to wake the neighbors. usmc wwg1wga,n.a,307,234,1783,2020-02-27 14:17:11,2020-06-21 02:19:36,817,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
630,1631,odellesantos,when in doubt laugh it out™,n.a,213,254,32380,2013-09-16 01:18:30,2020-06-20 02:53:11,25306,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
631,1632,HelainaKat,"🇨🇦nature's child♍

pplvspower⚔

live together or die alone🌎","ontario, canada",925,69,1673,2019-07-26 14:45:18,2020-06-22 02:12:45,39730,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,"{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
632,1633,trumpocalyps17,rn. old fart. cat lover. proud geek. potty mouth. agnostic. democratic socialist. random non-political tweets. magats blocked. no dms!!!! #ettd #voteblue #fbr,"santa maria, ca",4994,3739,27528,2017-01-21 03:40:37,2020-06-21 02:33:51,783,"President Trump used a racist term during his Tulsa rally to refer to coronavirus, which he has previously referred to as the ""Chinese virus"" https://t.co/tdyUBGckdo",[],[],president trump use racist term tulsa rally refer coronavirus previously refer chinese virus,"{'tones': [{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
633,1634,FuriousPaw,n.a,n.a,36,8,2914,2009-06-30 23:30:24,2020-06-21 03:15:40,10361,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,{'tones': []},
634,1635,hanzel609,"a humble conservative, happily married, who supports our constitutional republic and our president-maga-making america great again! no lists please.","minnesota, usa",2043,1865,65251,2017-06-12 01:32:49,2020-06-22 03:23:55,4,"@Tragic_Muppet @EthicalSkeptic Here's Wisconsin!  239 hospitalizations in a state with 5,822,000.  Do we really need to pretend Covid-19 is a thing until November 4th? https://t.co/KELFjF6FFY",[],"['@Tragic_Muppet', '@EthicalSkeptic']",here's wisconsin hospitalization state really need pretend thing november,"{'tones': [{'score': 0.563922, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
635,1636,BrendaVashanka,n.a,n.a,239,42,3862,2017-07-23 13:07:25,2020-06-22 01:38:26,38349,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,"{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
636,1637,nolazzzco,n.a,good ol' rocky top,470,907,5449,2014-12-22 04:18:00,2020-06-22 01:18:55,8,"The @TNDeptofHealth is now reporting 34,854 confirmed and 248 ""probable"" cases of COVID-19. 

Sevier County has reported the most confirmed/probable cases per 100k, followed by Hamblen and Loudon counties. 

Most of East TN is reporting 3.99 or fewer cases per 100k per day. @WBIR https://t.co/41Er5gFOtE",[],"['@TNDeptofHealth', '@WBIR']","reporting confirm probable case 

sevier county report confirmed/probable case per follow hamblen loudon county 

most east tn report few case per per day","{'tones': [{'score': 0.979934, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.890302, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'reporting confirm probable case ', 'tones': [{'score': 0.990154, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.975816, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'sevier county report confirmed/probable case per follow hamblen loudon county ', 'tones': [{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'most east tn report few case per per day', 'tones': []}]"
