index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,sadness,joy,tentative,confident,analytical,fear,anger
5602,Patrici35450980,"#god, #jesus, #wwg1wga, #qanon, #maga
#littlelivesmatter #savethechilden #saveourchildren
 #usa t🇺🇸r🇺🇸u🇺🇸m🇺🇸p🇺🇸 2q2q",arizona,419,105,2905,2020-03-21 01:11:19,2020-06-20 03:06:37,0,"@Lananalula @realDonaldTrump Maybe cause your man-made Virus was not as it was publicized to the media?   More people died last year from the regular flu than died from the Covid-19 this year!  why is that?  Covid-19 was part of our vaccination, hmmm could that why we tested positive. Yeah I know for a fact!",[],"['@Lananalula', '@realDonaldTrump']",maybe cause man-made virus publicize medium people die last year regular flu die year part vaccination hmmm could test positive yeah know fact,,"[{'score': 0.756019, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,,,1.0,,
5603,SkodaIndia,welcome to the official #skoda india twitter profile. #simplyclever,india,1316,123349,15892,2009-12-22 07:53:17,2020-06-22 03:39:44,0,"@Prashanth_K_G Currently, our dealerships are opened as per the situation of their respective location with respect to COVID 19. Our team will update you about the opening of the dealership soon.",[],['@Prashanth_K_G'],currently dealership open per situation respective location respect covid team update open dealership soon,,[],,,,,,,
5604,marielovestae,♡ we stan taehyung ♡ ✨shooters for kageyama ✨ ❤️魔道祖师💙 💚 unhealthy anime addiction 🖤 🇨🇩🇨🇩🇨🇩,black lives matter.,2447,1232,82413,2017-03-26 23:10:46,2020-06-21 02:42:50,172,“thugs” “kung flu” “chinese virus” “shithole countries” yes the trump family has such a way with words https://t.co/1nxatZ68bo,[],[],“thugs” “kung flu” “chinese virus” “shithole countries” yes trump family way word,,[],,,,,,,
5605,DanSmit21326682,"curiosity, life long learner, seeker of technology that works for all. building a better world.","california, usa",1431,133,1672,2020-05-22 13:59:48,2020-06-22 02:12:41,435,"Could we love our President @realDonaldTrump anymore?? 

This left wing rag called him racist for calling coronavirus “Kung flu”

Donald Trump calls Covid-19 'kung flu' at Tulsa rally | Donald Trump | The Guardian https://t.co/CflEMxvwEH",[],['@realDonaldTrump'],"could love president anymore 

this leave wing rag call racist call coronavirus “kung flu”

donald trump call kung flu tulsa rally donald trump guardian","[{'sentence_id': 0, 'text': 'could love president anymore ', 'tones': [{'score': 0.670495, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'this leave wing rag call racist call coronavirus “kung flu”', 'tones': [{'score': 0.564046, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'donald trump call kung flu tulsa rally donald trump guardian', 'tones': []}]","[{'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5606,Blebbybleb1,"(┛✧д✧))┛彡┻━┻
• she/her •
ace and proud! 🖤🤍💜",n.a,115,54,2324,2019-10-03 21:30:47,2020-06-21 04:16:55,446,"Trump-

Blacks: Thugs
Mexicans: Rapists
Muslims: Not welcome in America
Dreamers: National security threat
African countries: Shitholes
White Supremacists: Very fine people
Coronavirus: Chinese Virus
Black Lives Matter protesters: Domestic terrorists

Trump: Racist",[],[],"trump-

blacks thugs
mexicans rapists
muslims welcome america
dreamers national security threat
african country shitholes
white supremacist fine people
coronavirus chinese virus
black live matter protester domestic terrorists

trump racist","[{'sentence_id': 0, 'text': 'trump-', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'blacks thugs', 'tones': []}, {'sentence_id': 3, 'text': 'mexicans rapists', 'tones': [{'score': 0.572904, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 4, 'text': 'muslims welcome america', 'tones': []}, {'sentence_id': 5, 'text': 'dreamers national security threat', 'tones': [{'score': 0.756676, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 6, 'text': 'african country shitholes', 'tones': []}, {'sentence_id': 7, 'text': 'white supremacist fine people', 'tones': []}, {'sentence_id': 8, 'text': 'coronavirus chinese virus', 'tones': []}, {'sentence_id': 9, 'text': 'black live matter protester domestic terrorists', 'tones': []}, {'sentence_id': 10, 'text': '', 'tones': []}, {'sentence_id': 11, 'text': 'trump racist', 'tones': []}]",[],,,,,,,
5607,iofuu,part-time troll,n.a,326,840,16165,2018-02-23 05:11:32,2020-06-23 01:28:30,869,“tell us what you remember about covid-19” https://t.co/XBbqLr3C1c,[],[],“tell remember,,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5608,citlali1115,n.a,"long beach, ca",585,109,260,2015-01-13 03:08:00,2020-06-23 01:07:43,2,"covid-19 is still happening. it’s actually scary that some of you think that just because the media has stopped covering new cases, means that they aren’t happening. c’mon y’all don’t be dumb. we’re all grown.",[],[],still happen it’s actually scary think medium stop cover new case mean aren’t happen c’mon y’all don’t dumb we’re grown,,"[{'score': 0.667234, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.689543, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,1.0,
5609,stephenbranham1,n.a,n.a,4723,2060,252114,2013-09-14 15:16:54,2020-06-22 02:34:29,3,Roughly 1.7 billion people around the world — 22 percent of the  population — have underlying conditions that render them vulnerable to a severe case of Covid-19 https://t.co/yws2zypveP,[],[],roughly billion people around world percent population underlying condition render vulnerable severe case,,"[{'score': 0.703443, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.841141, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.547677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,,1.0,,1.0,,
5610,yvng_li,nursing major. creative. weeb. justin ♡.,md,2936,2369,43010,2013-09-14 23:27:33,2020-06-22 03:19:46,4,AYOOOO!!!! Remember when everybody phone was bugging out a few days ago??? So they added this COVID-19 Exposure logging to everyone phone! Go to settings-&gt; privacy -&gt; health https://t.co/2yLPO8bIMf,[],[],ayoooo remember everybody phone bug day ago add exposure log everyone phone go settings-&gt privacy gt health,,[],,,,,,,
5611,ccofvet8,proud texan & trump supporter. advocate of pet adoption & protecting endangered species.,n.a,663,512,10014,2015-08-10 16:22:02,2020-06-21 02:23:57,780,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",1.0,,1.0,,,,
5612,k9ight_,n.a,"lagos, nigeria",1508,1760,21258,2019-07-30 20:27:34,2020-06-22 01:37:58,23782,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5613,cooperriley1,n.a,n.a,5,0,11,2019-11-10 15:02:15,2020-06-21 03:42:18,0,@GodWins2020DJT @snosrfr @thejtlewis @realDonaldTrump How he’s putting Americans at risk??Everyone knows trump supporters are to stupid to take COVID seriously so the blame is entirely on trump for when this virus inevitably spreads all so people can clap for him,[],"['@GodWins2020DJT', '@snosrfr', '@thejtlewis', '@realDonaldTrump']",he’s put american risk??everyone know trump supporter stupid take covid seriously blame entirely trump virus inevitably spread people clap,,"[{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,,1.0,,,
5614,rellvill3,n.a,"chicago, il",36,7,147,2020-02-24 02:56:55,2020-06-22 02:10:34,39808,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5615,MadeleineFogde,"my tweets are personal - my focus is sustainable food security and nutrition, sanitation  water and energy security with a human rights perspective",stora hult & stockholm,2472,3334,44038,2012-04-10 09:56:36,2020-06-22 03:23:49,0,COVID-19 &amp; WASH not only problem with access but also availability in SSA:  WASH &amp; the sustainability of the handwashing protocol could be threatened by the severe water scarcity that exists in the region. @anamgren @sarahdickin @SchwinnYlva @PiaEngstrand  https://t.co/v7ADHQZuG8,[],"['@anamgren', '@sarahdickin', '@SchwinnYlva', '@PiaEngstrand']",amp wash problem access also availability ssa wash amp sustainability handwash protocol could threaten severe water scarcity exist region,,"[{'score': 0.693725, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.572397, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,1.0,,1.0,1.0,
5616,63Sashi,i m moon,n.a,80,7,425,2020-02-26 16:51:29,2020-06-20 02:51:11,0,We  r   using  wallet  power  when  bullet  power  was  required.  Wrong medicine  for  Chinese  virus?,[],[],use wallet power bullet power require wrong medicine chinese virus,,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5617,Pixie1665,"mother, grandmother, democrat who believes that the government should be for all americans not just the privileged few.🌊🌊🌊🌊🌊🌊",4th crappiest state. ,803,71,5884,2015-07-25 01:42:28,2020-06-21 02:45:42,260,Waited 3 days in line outside to get into an empty arena and all I got was this lousy corona virus!,[],[],waited day line outside get empty arena get lousy corona virus,,"[{'score': 0.585628, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",1.0,,,,,,
5618,lovelyrandl,"so is there a way to stop all this thinking, just keep on drinking?",fan account • she/her • 🧸🍒🥂,53,361,6756,2018-10-05 02:54:41,2020-06-21 03:40:43,0,to cure the corona virus simply take ur flinstone gummies,[],[],cure corona virus simply take ur flinstone gummies,,[],,,,,,,
5619,odiachi_10,environmental sustainability activist and believer,nigeria,762,313,319,2010-12-08 07:03:51,2020-06-21 04:07:48,62,"At the #TrumpTulsaRally, Trump said he asked for COVID testing to be slowed, saying “when you do testing to that extent, you’re gonna find more people, you're gonna find more cases” and called the virus, which has killed 120,000 Americans, the “kung flu” https://t.co/bG9k4sLPcO https://t.co/YiLxpZoKAF",['trumptulsarally'],[],trump say ask covid test slow say “when test extent you’re gonna find people gonna find cases” call virus kill american “kung flu”,,[],,,,,,,
5620,JacksonWekesa11,"visionary leadership.
eco-steward.
digital divide.
retweets are not endorsements.
great commission.
mwananchi mzalendo.
faith, hope& love.
sustainable equality.","nairobi, kenya",1615,197,14032,2019-09-21 06:19:10,2020-06-22 03:22:08,3,"A group of three ladies has left many Kenyans impressed thanks to their online mama mboga service which has attracted increased attention during the Covid-19 period.

https://t.co/aCLseiCVHr",[],[],"group three lady leave many kenyan impressed thanks online mama mboga service attract increased attention period.

",,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,,1.0,,
5621,oshanti_,maybe you need some therapy,n.a,183,211,3881,2018-10-26 01:30:34,2020-06-22 02:32:35,40452,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,,,,
5622,TheAndyBowShow,"artist • designer • part time wizard ••□□••
wannabe super hero • lover of all things mecha •
ᕕ( ᐛ )ᕗ he/him https://t.co/q0qkpcu73k","new york, ny",506,216,4872,2017-09-05 04:11:51,2020-06-20 02:49:29,25323,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
5623,MarianhatcherG,all opinions are my own rt not an endorsement,n.a,581,1064,29104,2014-02-01 01:43:02,2020-06-22 01:17:32,2,"“I’m not sure a deadly pandemic that has killed 120,000 Americans is material for a light moment,"" CNN's Jake Tapper responded. https://t.co/MEgpAd5U7k",[],[],“i’m sure deadly pandemic kill american material light moment cnn's jake tapper respond,,"[{'score': 0.559734, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,1.0,,,
5624,ThomasTriplett,tu 20                                                                          shay❤️,n.a,89,127,394,2012-04-23 23:28:07,2020-06-20 01:54:45,22887,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,,,1.0,1.0,,
